start_time_ns,duration,label,metadata
2039702297493240,213770,TX,"size_bytes=373|tx=a30d5ac9d37fcc2ad0e7ba12f560daea50be41d69f164f38b1f0fe84a548846e"
2039703336071454,14950,INV,"size_bytes=37"
2039703341100144,7210,INV,"size_bytes=37"
2039703421961420,578280,TX,"size_bytes=899|tx=e27b88b72c49b78d58f0d1395f7449896d5676137371fa6098a81270b0d5a436"
2039703859304711,15100,INV,"size_bytes=73"
2039704152832971,14810,INV,"size_bytes=37"
2039704158407862,7720,INV,"size_bytes=37"
2039704287862581,167200,TX,"size_bytes=223|tx=017aa0a90d77e5baa6afbefd2147d1269bd4bd9724b9bb690be5dd2d2c3d00fe"
2039704288043261,5360,INV,"size_bytes=37"
2039704302953392,6170,INV,"size_bytes=37"
2039704388728238,459160,TX,"size_bytes=1043|tx=f691a9647e483af33693ae7975364460a14a230d1e15c03a777cfd25f1453d2e"
2039704752232094,23650,GD,""
2039704886118733,14500,INV,"size_bytes=73"
2039704948326238,14360,INV,"size_bytes=37"
2039704953321688,5910,INV,"size_bytes=37"
2039704957242158,230190,TX,"size_bytes=421|tx=376abf33c40810c45dd874e6446c35f537a989f188e36926f1aed41922bed239"
2039706081545368,15140,INV,"size_bytes=37"
2039706107355879,167800,TX,"size_bytes=223|tx=f716b0cf63094766c3ca7e13b303cbbf23b4465a6c32987c1de9d0c2ee0f0afb"
2039706107536429,4800,INV,"size_bytes=37"
2039706112932230,15460,INV,"size_bytes=73"
2039706131936971,220990,TX,"size_bytes=222|tx=4124eebfd92385472312e317e3898fcc59add6d8f4288ae440436886ed347176"
2039706387403349,32110,GD,""
2039706436688443,14310,INV,"size_bytes=37"
2039706441757533,8210,INV,"size_bytes=37"
2039706461328634,195750,TX,"size_bytes=222|tx=beebce9f074fac29c91ebf96999e03bf6d33278be5a63d30ca6f7a4f80b92c1f"
2039706678161259,33620,INV,"size_bytes=397"
2039706698328621,12030,INV,"size_bytes=37"
2039706703318911,4830,INV,"size_bytes=37"
2039706715658082,192000,TX,"size_bytes=154|tx=99385a5e4003f99f1c55acbb9eefe079d303b502777bfb8642facb104b8e4841"
2039706929082067,13990,INV,"size_bytes=37"
2039706930180847,7200,INV,"size_bytes=37"
2039706951513279,172690,TX,"size_bytes=222|tx=137af090f895908cb7734ebfb5bfd76502d29c425b9eb9b0363df7d2d3be63d9"
2039707060727977,12860,INV,"size_bytes=37"
2039707069692277,10940,INV,"size_bytes=37"
2039707071913327,172380,TX,"size_bytes=205|tx=720506aa7691ba18cb2c1c49c3c08a821790507a4a1860a4065f8d8d7373eb15"
2039707112258770,14400,INV,"size_bytes=37"
2039707124575071,154530,TX,"size_bytes=258|tx=e4c649ecd5ac314060799d21990756f37a614306dac9efb5b4cbd82c42b7c5bb"
2039707127950021,6800,INV,"size_bytes=37"
2039707219829068,14470,INV,"size_bytes=37"
2039707223725228,5220,INV,"size_bytes=37"
2039707236078729,197970,TX,"size_bytes=333|tx=fa77a136c712c1531aa8df42f971aab16c37a2488951d9cf3365227157e0b05b"
2039707625413086,29550,INV,"size_bytes=325"
2039707728474844,14260,INV,"size_bytes=37"
2039707732932404,6200,INV,"size_bytes=37"
2039707751990985,163230,TX,"size_bytes=226|tx=45ea15d4d3082db7d37b01c0d75084eb5ca56b23e05a7df3801a23705c01a338"
2039709103143841,21170,GD,""
2039709242624111,12120,INV,"size_bytes=37"
2039709243171951,3810,INV,"size_bytes=37"
2039709254950561,187010,TX,"size_bytes=406|tx=61214d3c7322377f142d42578ad61d984abe3ed68bf71960e7fcbfa75fc604a5"
2039709396112771,5960,INV,"size_bytes=37"
2039709469512847,5500,INV,"size_bytes=37"
2039709568720974,546410,TX,"size_bytes=705|tx=c95af17fdf92a9873ef01825d968aa8019e6e2fe1193854be2f462e5bee5f0b3"
2039709907589708,14250,INV,"size_bytes=37"
2039709909796538,4810,INV,"size_bytes=37"
2039709995531994,227560,TX,"size_bytes=223|tx=c7bd2284b3aaf49147ad256969bda00c473a792e28c06f89af0c223b96464638"
2039710226882730,16660,INV,"size_bytes=73"
2039710310966866,18570,INV,"size_bytes=73"
2039710383213071,171780,TX,"size_bytes=191|tx=bfd465603be51c8f28c532b8350bde4c275021435c7ca3651032594bece833ca"
2039710383430131,106540,TX,"size_bytes=193|tx=92cdebefc98bc1902415be7605419a89198a0b9c16fad0ec374fd12ea3ca5377"
2039710754745487,16190,INV,"size_bytes=37"
2039710760780598,5860,INV,"size_bytes=37"
2039710768034528,163610,TX,"size_bytes=221|tx=2b3c1c7f66900520bf6c9d86a5765f01c26d75041a55b7c041f26571debead21"
2039710990399354,14540,INV,"size_bytes=73"
2039711004408755,11430,INV,"size_bytes=37"
2039711011143765,10460,INV,"size_bytes=37"
2039711024585006,228240,TX,"size_bytes=428|tx=42d6fb8e5dad9cfc91e7edfe5d5294775b20963366a8f41033e425719827ffed"
2039711120757043,15670,INV,"size_bytes=37"
2039711130446234,9910,INV,"size_bytes=37"
2039711134922924,165580,TX,"size_bytes=226|tx=beae5b52d931c5afaa78f3239d8a187dd64203831c314832f4e94e03df1f7a1e"
2039711161817866,10970,INV,"size_bytes=37"
2039711167432296,6480,INV,"size_bytes=37"
2039711173036587,320490,TX,"size_bytes=638|tx=1f3490b2c37d372982167b1fc11a774b1f772658a7a6858904d4978a08ba4aa5"
2039711262132633,16040,INV,"size_bytes=37"
2039711275520534,6050,INV,"size_bytes=37"
2039711282250654,139890,TX,"size_bytes=189|tx=0eef1811de011c37730c49315395396138e3deb44b1f343b62266527a430ddfd"
2039711312513776,10830,INV,"size_bytes=37"
2039711328761468,7590,INV,"size_bytes=37"
2039711335508998,387750,TX,"size_bytes=789|tx=34f9b7f4cbb4c953ec3054d4fef17aa29cd2a4d89ff33f81372a97745b045cac"
2039711443053526,14320,INV,"size_bytes=37"
2039711453117126,9400,INV,"size_bytes=37"
2039711459267937,161180,TX,"size_bytes=234|tx=115b981d769aa745b7dade03dd6f7a0267aa0ac76f536e0acca34a740061e663"
2039711486197209,42900,INV,"size_bytes=433"
2039711562404284,28760,INV,"size_bytes=73"
2039711571303355,13710,INV,"size_bytes=73"
2039711584783426,162750,TX,"size_bytes=196|tx=46e753315ded56655c9f91dc93c425d77a3463f5fe518bab8722c349992d14b1"
2039711584954176,180660,TX,"size_bytes=300|tx=20f0a9b56527794ead07d4b9af89a94973cfb5f6d4fe15d5d1aa0876369a7c98"
2039711823427072,14630,INV,"size_bytes=37"
2039711836292623,164030,TX,"size_bytes=346|tx=fb794d98e488965be5e29d2ff88c8a55d349cdae35a83f15e615133b206abd6d"
2039711843035194,7730,INV,"size_bytes=37"
2039711854756055,7990,INV,"size_bytes=37"
2039711875574866,6830,INV,"size_bytes=37"
2039711878344906,395260,TX,"size_bytes=784|tx=f9bd7e7031bcacbd69aa8e58499bb3ec67b7318df34545ce8fdb2e71c2223c7b"
2039711889480437,6790,INV,"size_bytes=37"
2039711890028967,3170,INV,"size_bytes=37"
2039711911893879,105610,TX,"size_bytes=223|tx=19e9c957d9a119e44e0eeb4eb9bcfcb3c70b491121de1d763095b6c311308cbc"
2039712675425142,19960,INV,"size_bytes=289"
2039712935353730,7900,INV,"size_bytes=37"
2039712945986411,3900,INV,"size_bytes=37"
2039712949340152,139360,TX,"size_bytes=222|tx=d22578ebcd60f98a4d9f9ac68f3e91788431df854d4a6a7ec37dc403958d50f1"
2039712993040755,5420,INV,"size_bytes=37"
2039713004815646,3730,INV,"size_bytes=37"
2039713010967296,196950,TX,"size_bytes=223|tx=a3f12c6b0451ffcc0775b2953886ef8e4517b947ac98dea457973846bbe0bbaf"
2039713080468961,14660,INV,"size_bytes=37"
2039713081535751,5940,INV,"size_bytes=37"
2039713092770292,149670,TX,"size_bytes=207|tx=67295b0c14ad371f1ac2604f255251ac4e94c3bc414d5cdfdecd5410853e9bdf"
2039713369041151,14000,ADDRV2,""
2039713419358205,19210,INV,"size_bytes=37"
2039713427756655,11600,INV,"size_bytes=37"
2039713441798276,216650,TX,"size_bytes=195|tx=035a93fb4cfd3bf9179b5b27d0ea741883b4e149185235b3bb81ca28eaeab1a7"
2039713663072012,16650,INV,"size_bytes=37"
2039713664703442,6050,INV,"size_bytes=37"
2039713686025064,1442240,TX,"size_bytes=2572|tx=e2b06186c00944924747f2f7118850245535948585c4950afbfb1e77751a1633"
2039714157694907,17540,INV,"size_bytes=37"
2039714158789137,7460,INV,"size_bytes=37"
2039714174531858,300450,TX,"size_bytes=371|tx=1d48877ec7b7909dfa8dbef3c60303b2b5279d22bd89d09d9f880d84cf6c2f7f"
2039714306701907,14140,INV,"size_bytes=37"
2039714307768227,3640,INV,"size_bytes=37"
2039714316196238,204430,TX,"size_bytes=205|tx=f2bb0e8d155fafd7fb6c601b56c3c2b3c483b5feec1959cf5fc2d8b26e77d8ed"
2039714339232350,17620,INV,"size_bytes=37"
2039714339777280,5290,INV,"size_bytes=37"
2039714352620001,197400,TX,"size_bytes=324|tx=2ce903d81e41d57b0576a0f1c038d8b7b62e37cc8ae8003ba8a2759116087120"
2039714599123168,14500,INV,"size_bytes=37"
2039714602994088,5010,INV,"size_bytes=37"
2039714621058419,175540,TX,"size_bytes=247|tx=2376cc076dda77ef6a5b773ec7e2be0f7c6282b6c2b51cd6cc3312650b1e0036"
2039715011403677,14050,INV,"size_bytes=37"
2039715016537927,5810,INV,"size_bytes=37"
2039715035506129,196970,TX,"size_bytes=358|tx=66198fae4a878fc746bf758614cd2391f002f0a1fba1f4986689c6a3bd48fd2e"
2039715261219915,6220,INV,"size_bytes=37"
2039715264564395,3040,INV,"size_bytes=37"
2039715298242277,292690,TX,"size_bytes=483|tx=01b32f01e425a873f65128d60f01a02de70f6cc03056e04317e0effd35d659a1"
2039715298543077,4270,INV,"size_bytes=37"
2039715303776977,2940,INV,"size_bytes=37"
2039715308862858,104880,TX,"size_bytes=225|tx=be215f9af6a8488278ef57ecc957ff89f786d422d9a615ec2465801e01a2805c"
2039715341888480,4890,INV,"size_bytes=37"
2039715360353461,2700,INV,"size_bytes=37"
2039715363178112,101600,TX,"size_bytes=234|tx=00e19d56b77389f8e037379d49a55c1836df74be9ddc4067f50737e833f4d1a5"
2039715400151844,13580,INV,"size_bytes=217"
2039715673515654,7170,INV,"size_bytes=37"
2039715679677024,3090,INV,"size_bytes=37"
2039715694855035,472720,TX,"size_bytes=1075|tx=203c7c4e597a1f70d6f923acd32a0db77160206d3e632d4e93bb0dac4ccbacb6"
2039715735685008,6150,INV,"size_bytes=37"
2039715753064479,117050,TX,"size_bytes=222|tx=ebb7a2b9538b2ac9b9e99821c62bd2733eb8e2133c2b16b4ac165de1cec9cc28"
2039715763130520,7160,INV,"size_bytes=73"
2039715768171870,3310,INV,"size_bytes=37"
2039715784495341,465590,TX,"size_bytes=1125|tx=0ac0cb4288df5817f4f68791015bd80e2d6be58b9c2a62bad4eed1980554be3c"
2039715811321093,4780,INV,"size_bytes=37"
2039715818581104,3510,INV,"size_bytes=37"
2039715826986774,97460,TX,"size_bytes=222|tx=5f1a9cffd5d166a0f89924302867f8d440955eec347f47d7f19e1925e7fc9a23"
2039715909979240,4910,INV,"size_bytes=37"
2039715913267960,4400,INV,"size_bytes=37"
2039715926159141,90290,TX,"size_bytes=191|tx=3aac62d7f18271c81b77266383a9e7ec80036ed718cf7ff52b312bb9472c3d55"
2039715931775152,4800,INV,"size_bytes=37"
2039715935101642,3260,INV,"size_bytes=37"
2039715952490893,113760,TX,"size_bytes=226|tx=6047621a08125957ec86b076795676bee413c5d2157f2e4b2cb75de210e7875f"
2039716136298266,8570,INV,"size_bytes=37"
2039716137343246,3380,INV,"size_bytes=37"
2039716145874437,258760,TX,"size_bytes=223|tx=11caddae841525f43cdce94fdfe092f21cb10373853e4863deb2ce1a5e0ab058"
2039716308210548,15220,INV,"size_bytes=37"
2039716336797170,241130,TX,"size_bytes=373|tx=eebf8175f4fea860f32ae8f4b5831858f0b222e57d48394f1d817b89437d35df"
2039716340680250,4680,INV,"size_bytes=37"
2039716515520603,14080,INV,"size_bytes=37"
2039716532863494,13090,INV,"size_bytes=37"
2039716532886104,177520,TX,"size_bytes=223|tx=15ea9678f60840a0f28d66b5c50eab92197e999344d9a2a04b203c36bba833bf"
2039716666183743,12610,ADDRV2,""
2039716862845877,34090,INV,"size_bytes=37"
2039716865031158,12540,INV,"size_bytes=37"
2039716877933159,189350,TX,"size_bytes=222|tx=325aef2d463800afe8dfe43493ace5f3d4216bef9d971efc2bde0d3871a9e5e5"
2039717293582388,15640,INV,"size_bytes=37"
2039717300861268,9020,INV,"size_bytes=37"
2039717326647460,238970,TX,"size_bytes=371|tx=459bdacd3061c510697616767f11fa8af20c6781b8249c48d8c99ae5fbabf72b"
2039717352945282,20440,INV,"size_bytes=217"
2039717598330789,19000,INV,"size_bytes=37"
2039717608960820,11250,INV,"size_bytes=37"
2039717619613581,217750,TX,"size_bytes=312|tx=02c258ce8f29b6129b5c851b4644929068782dec8e21e22c3e33fcf5de5c33f4"
2039718013475808,63990,INV,"size_bytes=973"
2039718173634180,14440,INV,"size_bytes=37"
2039718179772170,8200,INV,"size_bytes=37"
2039718191553231,226980,TX,"size_bytes=371|tx=851a782a2bd79896b399be3d50dcd18fac58da1e9e9e2e6f8806e14018a0fa43"
2039718600508760,13510,INV,"size_bytes=37"
2039719117538096,40100,GD,""
2039719332656411,15430,INV,"size_bytes=37"
2039719338208771,5050,INV,"size_bytes=37"
2039719348912092,177450,TX,"size_bytes=222|tx=181367e7edffb59949b22ce7ce1894999762830b96dd29c0c30ec5ec37eec2f8"
2039719349098562,4730,INV,"size_bytes=37"
2039719376889134,15080,INV,"size_bytes=37"
2039719386990105,251670,TX,"size_bytes=371|tx=0dd63600b5dcfecfca3a6c3c67119d487b2e0ac7daeb273b93753a43a90cad55"
2039719535442695,13960,INV,"size_bytes=37"
2039719540991065,6590,INV,"size_bytes=37"
2039719546702936,207540,TX,"size_bytes=222|tx=b1a872c73a6d6c6a885f5b7c5d634de458cbf1a225b3763227e2a22c6b0f703f"
2039720279913347,14550,INV,"size_bytes=37"
2039720280995978,11650,INV,"size_bytes=37"
2039720288840168,157060,TX,"size_bytes=194|tx=156e5cb8e728ab95168b22b0c387bb84046bc5d8f422e7a9c24c69188ba5a3ce"
2039720347126172,16490,ADDRV2,""
2039720717982848,13590,INV,"size_bytes=37"
2039720718500398,4180,INV,"size_bytes=37"
2039720768938332,195490,TX,"size_bytes=191|tx=22b0da511f15a712dcd1a736580546709deda6d122072a013f905041fe88e8cf"
2039720918021442,19480,INV,"size_bytes=73"
2039721343731872,14310,INV,"size_bytes=37"
2039721353221953,159060,TX,"size_bytes=193|tx=d65cd53c2f8ac8e182fe8a2ec0c935f88e669c133f637d5040b95885c928ea9c"
2039721358828153,7370,INV,"size_bytes=37"
2039721469745391,15210,INV,"size_bytes=37"
2039721488256742,234251,TX,"size_bytes=340|tx=743bcfd4ae3dc83f90e3efcc698e96168aeee879c9cb7fa61cbabae66b44bd46"
2039721489309573,4670,INV,"size_bytes=37"
2039721515131084,14730,INV,"size_bytes=37"
2039721525766205,176790,TX,"size_bytes=194|tx=daba2a644ed1a2fde061bcc6721533a88067091a26066ee6d9b1c63aa5ee2527"
2039721530786526,9590,INV,"size_bytes=37"
2039721589063250,15760,INV,"size_bytes=73"
2039722173338241,38480,GD,""
2039722337467792,14210,INV,"size_bytes=37"
2039722358777114,12460,INV,"size_bytes=37"
2039722360976214,176630,TX,"size_bytes=235|tx=c9dbe9eca735e0c01c3de678fb132b24812d827b0fdc0c8f65262fd63cf96617"
2039722697122148,17080,INV,"size_bytes=109"
2039723134614468,14840,INV,"size_bytes=37"
2039723136857939,4280,INV,"size_bytes=37"
2039723146350499,167710,TX,"size_bytes=191|tx=c5611fc443109fd5cd4e6bfedf2db7359e0867bdd82b3e3543eea4762daa513c"
2039723187818012,13580,INV,"size_bytes=37"
2039723188353892,4890,INV,"size_bytes=37"
2039723206047303,307600,TX,"size_bytes=521|tx=3e5094f7423cb8e7831a946f555035fccbb775f8852c67374de28928ab969336"
2039723364862504,14390,INV,"size_bytes=37"
2039723366513904,7120,INV,"size_bytes=37"
2039723374908225,180040,TX,"size_bytes=222|tx=c35bec258732bf09d6c4f1eeaf96ea27fec224f84f6546bf98bf7080f530588e"
2039723881328261,14780,INV,"size_bytes=37"
2039723884655141,6050,INV,"size_bytes=37"
2039723897566802,168950,TX,"size_bytes=195|tx=bd7d12712872061811840b869dae7f28fbb5eb3c1f9612a3d1961980a967dc3d"
2039723927227864,6280,INV,"size_bytes=37"
2039723929460754,3240,INV,"size_bytes=37"
2039723939567275,104580,TX,"size_bytes=224|tx=08350a296d481dd6ac640039911c28ddc154798959184b1d22168594f66d3b23"
2039723941816655,11320,INV,"size_bytes=181"
2039724519920235,9150,INV,"size_bytes=37"
2039724526629416,4390,INV,"size_bytes=37"
2039724530563556,247110,TX,"size_bytes=367|tx=debb63647083f98df4893e32a7d4e812119501c2673cde62506fa7a35e18619b"
2039724816282486,11910,GD,""
2039725434142150,9940,INV,"size_bytes=37"
2039725437480160,3660,INV,"size_bytes=37"
2039725444215100,145490,TX,"size_bytes=192|tx=e216c597bebb6a1da38f1e467bf8f29b7243a9b3ea10584963d0bb8da1c09b60"
2039725770253663,15630,ADDRV2,""
2039725856523139,10890,INV,"size_bytes=73"
2039726178653612,33530,GD,""
2039726392053197,11080,INV,"size_bytes=37"
2039726407181198,4740,INV,"size_bytes=37"
2039726411689579,346240,TX,"size_bytes=841|tx=00561df265be79a879fdb5bafd0b4560e96d4423fdab2c72f320ab8a56f68b40"
2039726557875249,6110,INV,"size_bytes=37"
2039726575247580,5730,INV,"size_bytes=37"
2039726594865211,285840,TX,"size_bytes=464|tx=88967c1921cdf8c56fae95e161206bce9124b20e587c8d4338d25e3e6bcbb758"
2039727127049199,16820,INV,"size_bytes=109"
2039727525861527,14440,ADDRV2,""
2039727986909939,15420,INV,"size_bytes=37"
2039727997539980,221850,TX,"size_bytes=312|tx=c52e79bb35d0517f269a5b231e20ec637ee8e54e409adcf98f42ac3d9fdeec42"
2039727998074820,6510,INV,"size_bytes=37"
2039728018242521,10290,INV,"size_bytes=37"
2039728033382432,9580,INV,"size_bytes=37"
2039728035608032,151540,TX,"size_bytes=191|tx=1a5b8d0e05165ed52c820d9543096fca163198dfd891cc79cde094089a18c3cd"
2039728832771578,13570,INV,"size_bytes=37"
2039728835542079,5950,INV,"size_bytes=37"
2039728849077070,170450,TX,"size_bytes=1312|tx=bb89d439a4bedbdc1992b88faee27ba71ac22065a6d9f740e37143420e4b4467"
2039728965538268,30780,GD,""
2039729051821874,13570,INV,"size_bytes=37"
2039729052886204,5510,INV,"size_bytes=37"
2039729077587705,247290,TX,"size_bytes=260|tx=91ba7839a1ba57d451dcb829f7b3b3d294b23b9dc8b3b5ca374b211d3e356051"
2039729219877815,14380,INV,"size_bytes=37"
2039729234414926,11760,INV,"size_bytes=37"
2039729245059467,163440,TX,"size_bytes=194|tx=39815c8d08be2713fa44e5703674ad1a1b91b1fadfd9174b1dd1265e2fcec5c0"
2039730051187054,17260,INV,"size_bytes=73"
2039730150331501,17980,INV,"size_bytes=109"
2039730447248252,15480,INV,"size_bytes=37"
2039730462941693,323720,TX,"size_bytes=502|tx=463c424c111ebcb6021b34fe6fbceee615bd8c8512c53fa70c8993dfa0fc0624"
2039730463278533,4220,INV,"size_bytes=37"
2039730716109830,13380,INV,"size_bytes=37"
2039730716157690,4110,INV,"size_bytes=37"
2039730737377902,164300,TX,"size_bytes=191|tx=caae09d551790fdf94bd6d9ffca964c1901ee905bab5c77cf3aa807560e39ab8"
2039731276842610,14110,INV,"size_bytes=37"
2039731279622890,6310,INV,"size_bytes=37"
2039731292575351,169100,TX,"size_bytes=1194|tx=c5c45dc03d4cc4e1b74c8d4b650219af2705aa72a0de90bba2fa5b0de2ce914d"
2039731589990302,34580,INV,"size_bytes=37"
2039731591634262,5750,INV,"size_bytes=37"
2039731614107523,295740,TX,"size_bytes=320|tx=27cd8348c2a297b8ad6e94614cd862bb3252e3887c5c9fdd9dc1ddf0c13189f0"
2039731614473253,8280,INV,"size_bytes=37"
2039731635917725,175850,TX,"size_bytes=320|tx=0d8994c71e7671f2f06b2d4ee0c77a2d0a43613198a3e1eb2ec5eb73fbbd91df"
2039731638689275,5800,INV,"size_bytes=37"
2039731714972970,16660,INV,"size_bytes=37"
2039731717684181,6120,INV,"size_bytes=37"
2039731731718442,201310,TX,"size_bytes=320|tx=bcfa62e67c505ae29ba24de6cccad8cc9b2a7a1c87ea60920c83035511d3e6d8"
2039731750749503,8410,INV,"size_bytes=37"
2039731768678884,181450,TX,"size_bytes=320|tx=780527eca93d03fa954a2c52e327a90a36d27f621d5ad6ac6efc9218e45dd6d5"
2039731772022664,4450,INV,"size_bytes=37"
2039731789390046,7100,INV,"size_bytes=37"
2039731800629137,174230,TX,"size_bytes=320|tx=9bf3971120719b0b50279549e24ac4286812496331e2b4bda351cc5cc29cd5d4"
2039731814076398,8340,INV,"size_bytes=73"
2039731821876348,4730,INV,"size_bytes=37"
2039731836467539,169430,TX,"size_bytes=320|tx=4b9b046d7b6ac92358f794685782a073e8888199003d5d123bdcf489f74113c8"
2039731836649489,4630,INV,"size_bytes=37"
2039731895329223,18220,INV,"size_bytes=73"
2039731908756024,197220,TX,"size_bytes=320|tx=68dfda348e7b3f41aeaaaf687e3fb9cb16c49cd04e24ff9a1d2352f55b6316bd"
2039731910958594,257490,TX,"size_bytes=320|tx=bcc1a10bc68e2e5e84266613861b3e46f88665473f3d4c09c6dd7704b21393bf"
2039731911228204,4200,INV,"size_bytes=37"
2039732184346083,15220,INV,"size_bytes=37"
2039732185424733,5000,INV,"size_bytes=37"
2039732203946015,181540,TX,"size_bytes=223|tx=b6cd61dd071a9a855427c7ebb09a5b2ba25d872eaf98474ccc7427a837c758eb"
2039732272850380,15140,INV,"size_bytes=37"
2039732280671440,6590,INV,"size_bytes=37"
2039732298046321,168210,TX,"size_bytes=234|tx=ac7e74c6a8e723cd892756fa2849e8e06edc3d2a6c178546d751527a74c637e9"
2039732574794081,14580,INV,"size_bytes=37"
2039732634165865,11800,INV,"size_bytes=37"
2039732676761718,208440,TX,"size_bytes=320|tx=cfa99bb3fabd1fc7c3a621948916d5be00b169eaac0aaf5e25c5f51fe4a26dbc"
2039732681765058,13390,INV,"size_bytes=37"
2039732710344300,149440,TX,"size_bytes=222|tx=336b4139f831e1bcd080381fd800028cd4c3391864fe213e577be3fa4da682c0"
2039732710497920,3830,INV,"size_bytes=37"
2039732714807601,4480,INV,"size_bytes=73"
2039732719840141,152580,TX,"size_bytes=320|tx=4d65e1053c553ccf85c48e971334489a07c332080fd028ca599c1f22043e50b2"
2039733117650769,41670,INV,"size_bytes=577"
2039733220087816,8990,INV,"size_bytes=37"
2039733238589698,191980,TX,"size_bytes=320|tx=25e331dbdacb520a1ba75cdc5dd4b6012d6f56153b7e17bbd9b1f63326f4b5a9"
2039733248105308,6470,INV,"size_bytes=73"
2039733272804230,4480,INV,"size_bytes=37"
2039733276115040,114930,TX,"size_bytes=223|tx=fd05d17dadc181f1cdf89f9374f7179fcb9ba05ae71a7c0380fb3b94b6fa2005"
2039733295139551,4750,INV,"size_bytes=37"
2039733300196872,4100,INV,"size_bytes=37"
2039733324868864,160020,TX,"size_bytes=320|tx=7c1877303b031e3358fbb2f0804f77b6b777e7a392323b1fc2027d8d2d63e29e"
2039733325037524,3660,INV,"size_bytes=37"
2039733343931375,5490,INV,"size_bytes=73"
2039733357053406,136970,TX,"size_bytes=320|tx=ec61ee5be6963c86122256684a0474a81aa54d49f8b06d20cabc8e47eba951b1"
2039733357198566,3170,INV,"size_bytes=37"
2039733362378926,138280,TX,"size_bytes=320|tx=89a9de19344f205e827db674c0bc78ababa8d6dec2b11ff02a4f0c3b3bf1009a"
2039733374687687,3860,INV,"size_bytes=37"
2039733376927447,2870,INV,"size_bytes=37"
2039733402700639,4990,INV,"size_bytes=37"
2039733406681009,273370,TX,"size_bytes=320|tx=19116f054babd2b81f2319afd50299b0aa5b1f9c33098871e51d54c86daa7c96"
2039733406991409,17300,INV,"size_bytes=37"
2039733437510581,193970,TX,"size_bytes=320|tx=997602ccf4e608e6fe69fe08b17a8d048fe8f935606fb3aad63abe7b8a77f090"
2039733600472103,39610,GD,""
2039733630175245,14130,INV,"size_bytes=37"
2039733634068115,4050,INV,"size_bytes=37"
2039733647530856,151920,TX,"size_bytes=226|tx=129fd8132e3ef14b69d6d2b3bbb4779bc2cac50f419624a7bd8b724a24763cb3"
2039733692887230,13460,INV,"size_bytes=37"
2039733705784160,9070,INV,"size_bytes=37"
2039733720357241,9740,INV,"size_bytes=37"
2039733738871753,247470,TX,"size_bytes=303|tx=4bef66b1201b571eb307be031d0c1f484368798d09ee294d9ecf134f774494dd"
2039733739130803,7690,INV,"size_bytes=73"
2039733746133353,5500,INV,"size_bytes=37"
2039733753961864,166590,TX,"size_bytes=320|tx=e7de4dad828f61bb16eb6c95c7e2a41342d8e720a8f123bb5a40fa2333c0eb7f"
2039733754135864,5800,INV,"size_bytes=73"
2039733771322385,6830,INV,"size_bytes=37"
2039733786470526,175020,TX,"size_bytes=320|tx=0f1eb66e81e4df68558f9a6b0488b817699758661485f4ec75b22813e0fbb265"
2039733786652206,6310,INV,"size_bytes=73"
2039733799366017,213860,TX,"size_bytes=320|tx=0191436ee4a00f77ae4b718c9bc5be4942ce6b8b880ba82cefd3c7bdcc54a450"
2039733800461677,121830,TX,"size_bytes=222|tx=a9b2dfd35a3b8ddb3e866d10120c091ef908a64ad80079b74715e5f381137490"
2039733800598347,4740,INV,"size_bytes=37"
2039733824648469,146350,TX,"size_bytes=320|tx=9ed87e4840c7a3dd9592ee7cb53d767652c66426d1e218a9d98f4aaf094d0841"
2039733824800099,3620,INV,"size_bytes=37"
2039733837416790,3450,INV,"size_bytes=37"
2039733874429792,144340,TX,"size_bytes=320|tx=c4f9674d9306d439e724162bb1d09fbb3f8d8a1c61c4cf1fe89d5f7a681d2c21"
2039733874577532,3670,INV,"size_bytes=37"
2039733891756543,7720,INV,"size_bytes=73"
2039733919235885,147260,TX,"size_bytes=320|tx=cb16e69f7401db9d007a6dbfb26d19eb7a63c7740d3f0e3853471f890fe90920"
2039733919394675,5920,INV,"size_bytes=73"
2039733933247726,150290,TX,"size_bytes=320|tx=09e9fa28f600485ca4d920b6855e6baf4dde5a9b6279e92b4b92ffc0490b330d"
2039733933415086,3610,INV,"size_bytes=37"
2039733938824797,142340,TX,"size_bytes=320|tx=d8ee0c4bc7c68a245a4a9c799c467476f06c06c2491ed9b960128390430c5b06"
2039734300182102,63770,GD,""
2039734461507304,24910,GD,""
2039734617226755,13430,INV,"size_bytes=37"
2039734629542645,14460,INV,"size_bytes=37"
2039734630655336,369040,TX,"size_bytes=381|tx=24f79f668fcd48686395b84064b09125605714d5c64535fc0e5b6a4fc7bff804"
2039734682746629,13720,INV,"size_bytes=37"
2039734693924510,7950,INV,"size_bytes=37"
2039734695768980,292880,TX,"size_bytes=370|tx=1f3abd43dce45261e6c30bb013792b31b29310a251f51467b538f0e80a455c1f"
2039734858153901,40960,INV,"size_bytes=541"
2039735222834157,13490,INV,"size_bytes=37"
2039735234519258,8180,INV,"size_bytes=37"
2039735246866259,236410,TX,"size_bytes=370|tx=9b9bc0278757eaec834434669af3d7c400efd6e8641508df1fa7663735cd7a6e"
2039735423301211,14990,INV,"size_bytes=37"
2039735427799392,5690,INV,"size_bytes=37"
2039735439043142,609130,TX,"size_bytes=1052|tx=8c440afd2ff84ff9e9a99edf388713b8f06fbfd23772ccc45de1e277e36ac3f5"
2039735837306240,48870,GD,""
2039735854081521,13900,INV,"size_bytes=37"
